Date,ID_produit,Prévision,Chiffre_affaire
2025-11-02,P001,49.34325,246.71625137329102
2025-11-03,P001,151.87,759.3499755859375
2025-11-04,P001,145.99915,729.9957275390625
2025-11-05,P001,133.37141,666.8570709228516
2025-11-06,P001,108.26429,541.3214492797852
2025-11-07,P001,84.26037,421.30184173583984
2025-11-08,P001,65.27184,326.35921478271484
2025-11-09,P001,48.85575,244.27875518798828
2025-11-10,P001,150.63849,753.1924438476562
2025-11-11,P001,144.35252,721.7626190185547
2025-11-12,P001,132.0267,660.1335144042969
2025-11-13,P001,107.13779,535.6889343261719
2025-11-14,P001,83.578064,417.89031982421875
2025-11-15,P001,64.70511,323.5255432128906
2025-11-16,P001,48.478436,242.3921775817871
2025-11-17,P001,149.41055,747.0527648925781
2025-11-18,P001,142.73112,713.6556243896484
2025-11-19,P001,130.88956,654.4477844238281
2025-11-20,P001,106.222595,531.1129760742188
2025-11-21,P001,83.0188,415.093994140625
2025-11-02,P002,99.82615,299.4784469604492
2025-11-03,P002,252.64752,757.9425659179688
2025-11-04,P002,240.32841,720.9852447509766
2025-11-05,P002,225.80727,677.4217987060547
2025-11-06,P002,205.13358,615.4007263183594
2025-11-07,P002,168.2531,504.75929260253906
2025-11-08,P002,126.86308,380.58924865722656
2025-11-09,P002,98.819664,296.45899200439453
2025-11-10,P002,251.60979,754.8293609619141
2025-11-11,P002,239.28201,717.8460388183594
2025-11-12,P002,224.44662,673.3398742675781
2025-11-13,P002,203.50551,610.5165252685547
2025-11-14,P002,166.501,499.5030212402344
2025-11-15,P002,125.54418,376.6325454711914
2025-11-16,P002,98.16055,294.4816589355469
2025-11-17,P002,250.78018,752.3405456542969
2025-11-18,P002,238.46367,715.3910064697266
2025-11-19,P002,223.50551,670.5165252685547
2025-11-20,P002,202.30031,606.9009246826172
2025-11-21,P002,165.30602,495.9180450439453
2025-11-02,P003,99.40238,447.31071853637695
2025-11-03,P003,209.94461,944.7507476806641
2025-11-04,P003,205.9544,926.7948303222656
2025-11-05,P003,201.15547,905.1996231079102
2025-11-06,P003,193.36214,870.1296157836914
2025-11-07,P003,179.09784,805.9402770996094
2025-11-08,P003,136.00589,612.0265045166016
2025-11-09,P003,99.12986,446.0843696594238
2025-11-10,P003,209.00287,940.5129089355469
2025-11-11,P003,205.00745,922.5335083007812
2025-11-12,P003,200.32706,901.4717559814453
2025-11-13,P003,192.74033,867.3314666748047
2025-11-14,P003,178.64319,803.8943481445312
2025-11-15,P003,135.60211,610.2095031738281
2025-11-16,P003,99.00032,445.5014419555664
2025-11-17,P003,208.14888,936.6699600219727
2025-11-18,P003,204.14203,918.6391296386719
2025-11-19,P003,199.52954,897.8829345703125
2025-11-20,P003,192.10541,864.4743347167969
2025-11-21,P003,178.41132,802.8509216308594
2025-11-02,P004,153.63245,384.08111572265625
2025-11-03,P004,233.89752,584.7438049316406
2025-11-04,P004,227.18358,567.9589462280273
2025-11-05,P004,220.9881,552.4702453613281
2025-11-06,P004,214.94548,537.3637008666992
2025-11-07,P004,205.86842,514.6710586547852
2025-11-08,P004,188.29892,470.74729919433594
2025-11-09,P004,155.68835,389.22088623046875
2025-11-10,P004,234.1312,585.3279876708984
2025-11-11,P004,227.41837,568.5459136962891
2025-11-12,P004,221.57689,553.9422225952148
2025-11-13,P004,215.60706,539.0176391601562
2025-11-14,P004,206.63141,516.5785217285156
2025-11-15,P004,190.06116,475.15289306640625
2025-11-16,P004,157.7957,394.48925018310547
2025-11-17,P004,234.40141,586.003532409668
2025-11-18,P004,227.73363,569.3340682983398
2025-11-19,P004,222.1614,555.4035186767578
