Date,ID_produit,Prévision,Chiffre_affaire
2025-11-02,P001,70.24545,351.2272644042969
2025-11-03,P001,137.44827,687.2413635253906
2025-11-04,P001,134.31592,671.57958984375
2025-11-05,P001,124.41008,622.0503997802734
2025-11-06,P001,121.40715,607.0357513427734
2025-11-07,P001,123.011566,615.0578308105469
2025-11-08,P001,76.06265,380.3132629394531
2025-11-09,P001,76.06265,380.3132629394531
2025-11-10,P001,139.8754,699.3769836425781
2025-11-11,P001,133.17361,665.8680725097656
2025-11-12,P001,123.661766,618.3088302612305
2025-11-13,P001,121.99215,609.9607467651367
2025-11-14,P001,120.99616,604.9808120727539
2025-11-15,P001,70.01522,350.0761032104492
2025-11-16,P001,69.65266,348.2632827758789
2025-11-17,P001,135.42654,677.1327209472656
2025-11-18,P001,129.99939,649.9969482421875
2025-11-19,P001,120.34668,601.7333984375
2025-11-20,P001,119.288025,596.4401245117188
2025-11-21,P001,118.82814,594.1407012939453
2025-11-02,P002,127.96097,383.8829040527344
2025-11-03,P002,232.83546,698.5063934326172
2025-11-04,P002,229.35863,688.0758819580078
2025-11-05,P002,230.52443,691.5732879638672
2025-11-06,P002,222.15923,666.4776763916016
2025-11-07,P002,222.44301,667.3290252685547
2025-11-08,P002,87.03445,261.1033401489258
2025-11-09,P002,85.2355,255.70648956298828
2025-11-10,P002,224.10533,672.3159942626953
2025-11-11,P002,228.06259,684.1877746582031
2025-11-12,P002,223.82393,671.4717864990234
2025-11-13,P002,212.87985,638.6395568847656
2025-11-14,P002,213.6495,640.9485168457031
2025-11-15,P002,94.3759,283.12770080566406
2025-11-16,P002,93.95572,281.8671569824219
2025-11-17,P002,233.86987,701.609619140625
2025-11-18,P002,229.63107,688.8932189941406
2025-11-19,P002,214.11876,642.3562774658203
2025-11-20,P002,202.92854,608.7856292724609
2025-11-21,P002,202.79134,608.3740081787109
2025-11-02,P003,93.55209,420.9844207763672
2025-11-03,P003,174.16687,783.7509155273438
2025-11-04,P003,174.53854,785.4234466552734
2025-11-05,P003,172.79546,777.5795516967773
2025-11-06,P003,162.37605,730.6922378540039
2025-11-07,P003,167.06543,751.79443359375
2025-11-08,P003,93.98732,422.9429397583008
2025-11-09,P003,95.250206,428.62592697143555
2025-11-10,P003,180.74155,813.3369598388672
2025-11-11,P003,173.07776,778.8499145507812
2025-11-12,P003,170.46114,767.0751113891602
2025-11-13,P003,158.54993,713.4746704101562
2025-11-14,P003,157.75037,709.8766479492188
2025-11-15,P003,95.11138,428.00121688842773
2025-11-16,P003,95.20234,428.41052627563477
2025-11-17,P003,189.21098,851.4494247436523
2025-11-18,P003,181.8223,818.2003326416016
2025-11-19,P003,171.69487,772.6269149780273
2025-11-20,P003,157.07076,706.8183975219727
2025-11-21,P003,157.24788,707.6154556274414
2025-11-02,P004,130.15149,325.37872314453125
2025-11-03,P004,265.69714,664.2428588867188
2025-11-04,P004,264.23392,660.5847930908203
2025-11-05,P004,253.96216,634.9053955078125
2025-11-06,P004,211.03667,527.591667175293
2025-11-07,P004,206.74991,516.8747711181641
2025-11-08,P004,135.7456,339.364013671875
2025-11-09,P004,137.60777,344.0194320678711
2025-11-10,P004,230.54083,576.3520812988281
2025-11-11,P004,219.41475,548.5368728637695
2025-11-12,P004,213.90164,534.7541046142578
2025-11-13,P004,186.231,465.57750701904297
2025-11-14,P004,178.88245,447.20611572265625
